-20.791183	-50.225277	-9.539381
74.29904	46.31999	27.002352
74.27491	47.121223	26.665379
-22.12397	-46.909996	-9.442023
-22.855946	-47.43615	-8.831792
-23.58185	-45.27108	-8.915811
-21.59085	-45.476753	-9.784259
74.71734	46.531387	26.227495
73.99716	47.681667	26.073051
-24.533943	-41.165302	-9.071916
74.65828	47.1031	25.6604
-25.280472	-38.438885	-9.0620775
-22.030043	-49.868847	-8.641842
-20.106062	-52.94728	-9.15848
32.346287	56.349392	35.860016
74.73656	46.88371	24.64909
74.031555	47.185223	23.88935
74.294685	46.57885	22.909851
73.99927	45.510662	26.887884
74.63925	45.759914	26.233562
-20.988901	-56.41157	-3.0902295
-21.170006	-56.800007	-0.22727846
-22.337034	-56.12442	-0.7364088
-21.391382	-56.701447	0.76405346
-22.66372	-56.137432	0.23521762
-22.949768	-55.59253	-0.3713852
74.96992	44.612038	24.724924
75.00851	46.203022	25.365963
74.35698	44.39864	25.39151
75.41292	44.854603	23.954931
75.363815	45.7038	23.699774
-23.960335	-45.98757	-8.244139
-39.035313	-22.572626	133.93864
75.42839	44.27558	23.315529
73.94735	43.02838	24.490149
75.0513	45.79544	22.716858
75.46749	44.859623	22.092003
-26.033266	-37.92104	-8.745414
75.55835	44.132652	22.49928
75.53747	43.30936	22.046608
74.9723	42.092983	22.363546
75.68444	43.915596	21.49709
75.706345	42.04567	20.843014
-22.545431	-56.367085	1.8284659
-22.171698	-56.38442	2.63145
-36.946335	-33.181396	133.75287
-21.305613	-56.416298	2.5450556
-24.080685	-55.491436	3.1738067
75.4451	44.551174	21.097944
-23.706429	-55.78073	3.8037648
-25.930712	-54.253315	6.2368436
-23.168188	-55.880615	4.5075946
-24.467098	-55.3524	5.471884
-23.477505	-55.917076	2.9532328
-22.28501	-55.98927	4.3114653
-19.96664	-55.344875	5.574248
75.76298	43.640152	20.376942
75.76814	42.97893	21.038733
75.95351	43.141155	19.355013
75.59382	43.464226	18.710966
-27.297604	-54.03161	9.529142
-26.534412	-54.546925	9.070219
-24.96549	-55.11118	7.3482695
76.129715	40.88174	19.333912
-25.153666	-55.012375	8.355675
-23.70656	-55.17398	7.9932613
76.2603	42.29969	18.847597
74.55727	39.02884	21.165117
-25.732262	-54.854126	10.313467
77.07446	34.185425	14.971235
-20.242748	-54.610214	8.858058
-19.927633	-54.275154	9.627356
75.91419	31.696857	14.337872
75.87156	39.32199	19.159298
71.431	48.103775	28.60051
70.50184	48.60321	28.512024
69.917175	47.76158	29.849567
70.62249	47.096752	29.625338
72.95037	46.61879	28.282516
69.16062	47.443966	30.33598
69.08154	46.71525	30.26319
63.486828	48.945667	31.823606
65.32697	48.565044	31.394518
64.99658	47.66038	31.570667
65.41505	46.859745	31.165676
67.651024	47.28615	30.882685
66.794914	49.947422	28.6585
68.72495	49.352734	28.362827
65.165955	49.86933	30.059326
62.53968	50.46889	30.673607
66.4201	48.34932	31.136173
68.322105	47.82566	30.626108
68.00292	48.552876	30.287634
-30.96351	-54.146114	18.400337
-30.995245	-54.184147	19.808943
-30.926699	-53.64488	16.655788
67.70029	46.437103	30.532408
-32.397877	-53.560448	19.915537
-28.564438	-53.841278	12.072802
-28.118307	-54.42628	12.81614
-27.079945	-54.6274	12.731703
-29.793983	-53.92937	14.74874
-28.21974	-54.57945	14.236294
-29.286621	-54.411617	15.381571
-25.9672	-54.553314	12.947686
-26.630823	-54.234814	14.89166
-27.495224	-54.51689	14.550937
-28.381617	-54.554325	15.066202
-23.732374	-53.95156	13.662684
-25.166836	-54.260246	13.5676
66.30441	46.769802	30.997398
64.90389	46.23446	30.741947
56.698296	49.831715	33.89445
57.620476	49.500496	33.796974
55.166687	49.538975	34.42545
-24.265657	-53.597176	15.082762
-22.325817	-53.367184	14.402746
-35.119553	-23.209715	133.7473
58.338795	47.820724	33.93917
-30.31838	-54.20792	16.824677
-29.533815	-54.441704	16.32084
-28.535362	-54.46224	16.170315
-30.220299	-54.306713	17.773531
-29.688736	-54.430527	17.201527
57.028526	49.01332	34.14687
-29.255823	-54.278793	17.974926
-30.047523	-54.279133	18.619635
-30.088802	-54.16243	19.500864
